Volatility,Call_Price,Put_Price,Delta,Vega,Gamma
10.0,7.59604795706877e-08,30.66780010500011,7.896796147258076e-08,2.3140672881976176e-07,7.921961200873575e-08
12.916666666666668,3.930119715997611e-05,30.667839330236802,2.5420724357254893e-05,5.873402029366326e-05,1.5566680246200893e-05
15.833333333333336,0.0010860925741215666,30.668886121613752,0.0004872921790725218,0.0009378934279336867,0.00020278595185031927
18.75,0.008204464864815963,30.67600449390443,0.0027426020374502007,0.004560594256354577,0.0008326776191521587
21.666666666666668,0.031693119441282835,30.69949314848091,0.008300415211848794,0.0122368933684551,0.00193346271526496
24.583333333333336,0.08320494538553325,30.751004974425143,0.01771708206673195,0.023604455519499638,0.003287077510466782
27.500000000000004,0.1717081691550124,30.839508198194636,0.030578443049783285,0.037361309973030055,0.004650997748025872
30.41666666666667,0.3021372115897183,30.96993724062935,0.04600805799402815,0.05215023668505539,0.00586950386981191
33.333333333333336,0.4759135628444984,31.143713591884108,0.06307816606596021,0.06694779121508644,0.006875657512576284
36.25000000000001,0.6920385508918407,31.359838579931477,0.08100358516296557,0.08110994001217703,0.0076598946596527495
39.16666666666667,0.9480945321979775,31.61589456123761,0.09919193873014093,0.09429088979742824,0.008241568071801755
42.08333333333334,1.2409696189464938,31.908769647986105,0.11722827895738286,0.10634528787968875,0.008650970818252505
45.00000000000001,1.5673221988664494,32.23512222790606,0.13483904000737945,0.11725005027434902,0.008919843849651046
47.91666666666667,1.923853654501169,32.591653683540784,0.15185527896272444,0.12705061271386514,0.00907709525707735
50.83333333333334,2.3074544503357544,32.975254479375394,0.16818206209362763,0.1358268157565765,0.009147315495596482
53.75000000000001,2.7152719341976628,33.383071963237285,0.1837751473357993,0.1436724070695508,0.009150643315211357
56.66666666666668,3.1447321496271528,33.81253217866674,0.19862405364869545,0.15068332613729066,0.009103203666546725
59.58333333333334,3.5935360417561952,34.261336070795835,0.21274011645255458,0.15695141048647607,0.009017728487024524
62.5,4.059642446779009,34.727442475818606,0.22614822209253888,0.16256134152543125,0.008904181114487613
65.41666666666667,4.541245165911093,35.209045194950704,0.23888117327677,0.1675894668686907,0.008770311860677076
68.33333333333333,5.036748283978724,35.704548313018364,0.25097590119875735,0.17210366863442508,0.008622123705295828
71.25,5.5447419969434435,36.212542025983055,0.2624709584704673,0.17616378167703406,0.008464250032148759
74.16666666666667,6.063980090409366,36.731780119448985,0.2734048929256929,0.17982227135407516,0.008300255216143802
77.08333333333334,6.593359561163709,37.261159590203334,0.28381522302735074,0.1831250050199526,0.00813287113147339
80.0,7.131902508321417,37.79970253736104,0.29373782128730036,0.1861120260083112,0.007964182030128946
