Days_to_Maturity,Call_Price,Put_Price,Theta,Delta,Gamma
5.0,0.002407589526300935,31.346828669708742,-0.0030091922884688867,0.0009536613330294459,0.0003478497663079822
12.291666666666668,0.13894305725682976,31.285800858022924,-0.03612639852576681,0.025865045562617418,0.0041386219635985945
19.583333333333336,0.5017136134809785,31.451185658999663,-0.06084310182603228,0.0650295279323419,0.0069158970822005604
26.875,0.996996358056844,31.749260012979306,-0.07354132208464556,0.10223236582313622,0.008300928085458034
34.16666666666667,1.5586925612762812,32.11392503087944,-0.07976858882396921,0.1346437224553237,0.008946389690686344
41.458333333333336,2.152217704170461,32.51059603450011,-0.0826263883380196,0.16254191554409186,0.00921217522989086
48.75,2.7593037046471522,32.921004782661015,-0.08366821948000361,0.18669142312953962,0.00927684589764229
56.04166666666667,3.369947271483383,33.335147825194156,-0.08369794285328111,0.20780560454333974,0.00923193055749122
63.333333333333336,3.978513177856861,33.74738977647502,-0.08315164240318071,0.22646032761739582,0.009126568258473196
70.625,4.581783266202429,34.154512320278826,-0.08227618740373187,0.24310454553758926,0.008988243704541576
77.91666666666667,5.17793036617838,34.554688127746886,-0.08121626394094637,0.25808683715328323,0.00883283481043643
85.20833333333334,5.76595305072145,34.94691561344149,-0.08005895609672246,0.2716796234813481,0.008669730167530781
92.5,6.3453515155165405,35.33069481481513,-0.07885767186840588,0.2840980150507947,0.008504559363261034
99.79166666666667,6.915935346990182,35.70583516020443,-0.07764552343487925,0.2955138179056387,0.008340710340121515
107.08333333333334,7.477706282308944,36.072338228827874,-0.07644308164291373,0.30606582130987914,0.008180202817653458
114.375,8.030785060458243,36.430324601864754,-0.07526301019351272,0.3158673678786177,0.008024206368390904
121.66666666666667,8.575364951703506,36.779987391916364,-0.074112908982993,0.3250119660320612,0.007873355645508036
128.95833333333334,9.111681831158876,37.121562316574085,-0.07299709835873763,0.33357749256260566,0.007727946341700687
136.25,9.639994729009068,37.455308248641686,-0.07191776038189793,0.34162937364709967,0.00758805919181788
143.54166666666669,10.160573133596927,37.78149451922235,-0.07087568062443872,0.34922301902162034,0.007453639579099663
150.83333333333334,10.67368871178116,38.10039263807637,-0.06987073673457445,0.3564057045771096,0.007324549210826031
158.125,11.179609953518138,38.41227093820298,-0.06890222361072512,0.3632180432666021,0.007200599924505609
165.41666666666669,11.678598770227325,38.71739117420546,-0.06796907151410472,0.3696951455011626,0.00708157589603735
172.70833333333334,12.170908406997114,39.016006434497015,-0.06706999308751022,0.3758675429527215,0.006967248228741749
180.0,12.656782241342853,39.30835994005848,-0.06620358262224366,0.38176193031973005,0.006857384487458886
