Time,Days_Remaining,Spot_Price,Option_Value,Delta,Gamma,Theta,Shares_Held,Cash_Account,Total_PnL,Rebalanced
0.0,30.0,188.52000427246094,9.641275550283694,0.5453262550998933,0.01746119412961405,-0.16144216759015542,0.5453262550998933,-102.80490794131701,9.641275550283694,True
0.000821917808219178,29.7,189.64417738806029,10.21666252958299,0.564798541057258,0.017326454164267664,-0.16252485821396495,0.5453262550998933,-102.80490794131701,10.829703644796751,False
0.001643835616438356,29.4,189.32198974130645,9.986734453825221,0.5591418499430841,0.017483361069777742,-0.16324653430773997,0.5453262550998933,-102.80490794131701,10.424078186195274,False
0.002465753424657534,29.099999999999998,190.7974782948555,10.78156957118749,0.5847651083962655,0.017231948813301846,-0.16401088459236116,0.5453262550998933,-102.80490794131701,12.023535950907203,False
0.003287671232876712,28.8,194.32186404976508,12.898969156190915,0.6440948726571101,0.016253766250815545,-0.1621515112059702,0.6440948726571101,-121.99780981465373,16.062875621162874,True
0.00410958904109589,28.5,193.76787531392327,12.495700380324195,0.6353685478615985,0.016523081335190537,-0.16354777467990875,0.6440948726571101,-121.99780981465373,15.302785541030644,False
0.004931506849315068,28.2,193.2155041308452,12.09791901909685,0.6264823458814932,0.01678992929462315,-0.1648956577212596,0.6440948726571101,-121.99780981465373,14.549224732979184,False
0.005753424657534246,27.9,196.9177252202623,14.481483622408234,0.6867959436063628,0.015497598040476748,-0.16010273550123327,0.6440948726571101,-121.99780981465373,19.31737095742713,False
0.006575342465753424,27.6,198.73875981018102,15.710510341241132,0.7150444158739789,0.014790000731025118,-0.15674229434569023,0.7150444158739789,-136.09823404267308,21.719316718557934,True
0.0073972602739726025,27.3,197.6114516831593,14.86603600578664,0.6987536196161238,0.015346594729017985,-0.16000544543041498,0.7150444158739789,-136.09823404267308,20.06876700190719,False
0.00821917808219178,27.0,198.89960702350504,15.73153394018803,0.718916643738149,0.014843529912069293,-0.15758914238241903,0.7150444158739789,-136.09823404267308,21.855353219201078,False
0.009041095890410958,26.7,197.78581027643395,14.891929758165546,0.7028014461620086,0.015409508569345498,-0.160966358741381,0.7150444158739789,-136.09823404267308,20.21933489276678,False
0.009863013698630137,26.400000000000002,196.67277519696924,14.070196167826055,0.6860062012960846,0.015968896608078872,-0.16415765280045802,0.6860062012960846,-130.38720779487352,18.60173178418421,True
0.010684931506849314,26.099999999999998,197.23960824480008,14.412615049394375,0.6956703961217025,0.015796889528604155,-0.1636429819949888,0.6860062012960846,-130.38720779487352,19.33300165166405,False
0.011506849315068492,25.8,192.74072878654573,11.397674607610469,0.6207090840592389,0.017681215063064477,-0.17206559847785738,0.6860062012960846,-130.38720779487352,13.231802002634083,False
0.012328767123287671,25.499999999999996,188.77212969997194,9.02465588192176,0.5480541279511886,0.018898759183832447,-0.1743788081694278,0.6860062012960846,-130.38720779487352,8.136299693097769,False
0.013150684931506848,25.199999999999996,187.49170402402024,8.286247241952111,0.5234438277818659,0.01924749154483333,-0.17457660400099648,0.5234438277818659,-99.9081113745034,6.519511099126532,True
0.013972602739726026,24.9,185.21245411009676,7.091811695035801,0.47872956549929596,0.019607375925325427,-0.17258793623073815,0.5234438277818659,-99.9081113745034,4.132016252794628,False
0.014794520547945205,24.599999999999998,185.90799859693968,7.377267703546067,0.4919046095084906,0.019676694891814932,-0.17469772048954113,0.5234438277818659,-99.9081113745034,4.781550729890526,False
0.015616438356164383,24.299999999999997,183.87990825706078,6.368798832751253,0.4511929738305697,0.019870251094968136,-0.171791664922672,0.5234438277818659,-99.9081113745034,2.711490488502079,False
0.01643835616438356,23.999999999999996,180.77294204191506,5.013664577067729,0.388719270609554,0.01968878822434656,-0.16352064877276765,0.388719270609554,-75.5535568091704,-0.26996605562626996,True
0.017260273972602738,23.7,183.98499173855652,6.312517189248922,0.45188578554509723,0.02011299405115427,-0.17399135342265226,0.388719270609554,-75.5535568091704,2.2774721717950257,False
0.018082191780821915,23.4,183.47897853580673,6.034460708006037,0.44093528634256207,0.020221717310926875,-0.1737304704920458,0.388719270609554,-75.5535568091704,1.8027186074604487,False
0.018904109589041096,23.099999999999998,183.62170764303522,6.045220510880213,0.4430515781831784,0.020352700067747184,-0.1751080231041143,0.388719270609554,-75.5535568091704,1.8689599647912303,False
0.019726027397260273,22.799999999999997,180.4920564261658,4.708245862243693,0.3786656670449797,0.020074742602133225,-0.16587662429419991,0.3786656670449797,-73.73896122730696,-0.6845704221290774,True
0.02054794520547945,22.5,179.30644670666524,4.22492343316366,0.3537222224217479,0.019885494141783085,-0.1617898599916165,0.3786656670449797,-73.73896122730696,-1.6168425464987948,False
0.02136986301369863,22.2,179.5397172980646,4.259012648378885,0.35706204583809614,0.020059987051080152,-0.16363116515665965,0.3786656670449797,-73.73896122730696,-1.4944217671893512,False
0.022191780821917806,21.9,177.06232682956866,3.3895796933919726,0.3067982412327319,0.01927936664611522,-0.1523358659629082,0.3786656670449797,-73.73896122730696,-3.301957436460164,False
0.023013698630136983,21.599999999999998,177.85881870545504,3.593048827833549,0.3207568300562144,0.019698554468004312,-0.15716829126036688,0.3207568300562144,-63.4393638878784,-2.7968841745401605,True
0.023835616438356164,21.3,176.57086009879117,3.15094024233084,0.2940599684811479,0.01923141651055022,-0.15089846762003092,0.3207568300562144,-63.4393638878784,-3.6521142799599886,False
0.024657534246575342,21.0,175.94553213717592,2.926515470543279,0.2803775387987295,0.019003649344479154,-0.14787843839676637,0.3207568300562144,-63.4393638878784,-4.077117266460775,False
0.02547945205479452,20.7,174.6691824658333,2.541836791056184,0.2546888257410721,0.018368415895194213,-0.14059035774874898,0.3207568300562144,-63.4393638878784,-4.8711938205710155,False
0.026301369863013697,20.4,178.60231342497823,3.642018217905864,0.32943300673243836,0.020407141508952894,-0.16410612963322313,0.32943300673243836,-64.98894911393583,-2.5094337750700433,True
0.027123287671232874,20.1,178.56694879633042,3.581080594684721,0.32711926801638935,0.0205044811521076,-0.16474899242168556,0.32943300673243836,-64.98894911393583,-2.582021674238611,False
0.02794520547945205,19.8,176.30089444087898,2.8459935395857983,0.2799670458303609,0.019517737800501866,-0.15232774838643198,0.32943300673243836,-64.98894911393583,-4.063621829073043,False
0.02876712328767123,19.5,178.04938229156986,3.3168812397047986,0.31317317266931005,0.02050100259251466,-0.16351339205649007,0.32943300673243836,-64.98894911393583,-3.0167245190658107,False
0.02958904109589041,19.2,175.44493337587622,2.524992093481913,0.259536384529814,0.019175204111252574,-0.1479280878214519,0.259536384529814,-52.7259408883976,-4.666605102466683,True
0.030410958904109588,18.9,175.88047566771755,2.5945314811615035,0.2659608620513044,0.019521587351087853,-0.15137098723633186,0.259536384529814,-52.7259408883976,-4.484026643052765,False
0.031232876712328765,18.599999999999998,171.77280517611123,1.6223695635074122,0.18929330490202012,0.01662436332189399,-0.12233908269644785,0.259536384529814,-52.7259408883976,-6.5222785089381645,False
