Days_to_Maturity,Call_Price,Put_Price,Theta,Delta,Gamma
5.0,38.61244409224204,2.5602197874534036e-06,-0.018488000149697845,0.9999986128831958,7.31068378134167e-07
12.291666666666668,38.7523541702553,0.005210402267358277,-0.020873944097074316,0.9987517805882535,0.00028393790088295374
19.583333333333336,38.929696584888006,0.04797162014046141,-0.028185954025929234,0.9923021639896354,0.0011553633770062942
26.875,39.163970320413995,0.14778508935084256,-0.035881960001489924,0.981764453051701,0.0020833832703925858
34.16666666666667,39.449065828695296,0.2985411530962283,-0.04202351951859701,0.9696567278751934,0.0028353790398422157
41.458333333333336,39.772781520610636,0.4880381136887486,-0.04651666354777038,0.9574331076059547,0.0033962982076626526
48.75,40.124229864150976,0.7053883306501145,-0.04969088322028212,0.9457545833669088,0.003802562173743154
56.04166666666667,40.49506454627428,0.9422453825667958,-0.05188502595695837,0.9348766607043855,0.004092815676035907
63.333333333333336,40.87915809032012,1.1924816845040542,-0.05336564123275075,0.924864121468997,0.004297832961464675
70.625,41.27205825516933,1.4516448871656848,-0.05432799709637399,0.9156959625522549,0.004440344344977371
77.91666666666667,41.67052582855683,1.7164956702069176,-0.05491236371486781,0.907315444844295,0.0045367902107554745
85.20833333333334,42.072191692063015,1.98466480722551,-0.055219385566847676,0.8996537980555599,0.004599041903031521
92.5,42.47531260167173,2.2544089463195824,-0.05532171839084364,0.8926412628608443,0.004635723364761015
99.79166666666667,42.87859898551886,2.524438407836481,-0.055272281793930636,0.8862119910420171,0.004653156353615103
107.08333333333334,43.28109322466466,2.793795465144534,-0.055109995645849945,0.8803059541742426,0.004656021485800326
114.375,43.68208295237082,3.061767643910425,-0.05486375782628612,0.8748694086556821,0.004647818909427647
121.66666666666667,44.08103868641814,3.327825354416621,-0.0545552171571066,0.8698546875456807,0.004631190858116525
128.95833333333334,44.477568491316035,3.5915765537706648,-0.054200723494565076,0.8652197049102703,0.0046081494140555795
136.25,44.87138467405151,3.852733441654383,-0.05381271327088945,0.8609273645679354,0.004580238965179277
143.54166666666669,45.26227907283106,4.111087749065398,-0.053400704500781444,0.8569449662892055,0.004548653317935579
150.83333333333334,45.65010454791077,4.366492229147173,-0.052972018949478554,0.8532436518240349,0.004514321021466866
158.125,46.03476099592977,4.618846671522782,-0.05253231167583314,0.8497979072622397,0.004477968174646898
165.41666666666669,46.41618469672267,4.86808724910658,-0.05208596313472555,0.846585125286224,0.00444016511501141
172.70833333333334,46.794340138603786,5.114178343388886,-0.05163637219228961,0.8435852246924831,0.004401361450375605
180.0,47.16921370349782,5.35710622956638,-0.05118617698822887,0.8407803219033437,0.004361912574822687
