Time,Days_Remaining,Spot_Price,Option_Value,Delta,Gamma,Theta,Shares_Held,Cash_Account,Total_PnL,Rebalanced
0.0,30.0,188.52000427246094,39.280633904687306,0.9766589181427061,0.002430408895871594,-0.0387291592320738,0.9766589181427061,-184.11974342100004,39.280633904687306,True
0.000821917808219178,29.7,189.64417738806029,40.36901100983721,0.9797153498858495,0.002156712942702121,-0.03667286118822672,0.9766589181427061,-184.11974342100004,41.46694470872359,False
0.001643835616438356,29.4,189.32198974130645,40.04235826174295,0.9794809040197816,0.0021926281044398407,-0.03691618117634902,0.9766589181427061,-184.11974342100004,40.82562452211178,False
0.002465753424657534,29.099999999999998,190.7974782948555,41.47947188813717,0.9829204603899275,0.0018707181816601567,-0.03446349978584648,0.9766589181427061,-184.11974342100004,43.703787202947154,False
0.003287671232876712,28.8,194.32186404976508,44.94503647371101,0.988796801140985,0.0012834969700919769,-0.029859457933452738,0.988796801140985,-186.47839947084356,50.61147456702855,True
0.00410958904109589,28.5,193.76787531392327,44.388348835530195,0.9884002908481175,0.001333620599580826,-0.03023916181001616,0.988796801140985,-186.47839947084356,49.5070046389792,False
0.004931506849315068,28.2,193.2155041308452,43.83336742943257,0.9879892908598616,0.0013857703093877866,-0.030632044967637755,0.988796801140985,-186.47839947084356,48.40584037401152,False
0.005753424657534246,27.9,196.9177252202623,47.49143156274732,0.9924796061828295,0.0009078507171115871,-0.026746517045373047,0.988796801140985,-186.47839947084356,55.72464887765858,False
0.006575342465753424,27.6,198.73875981018102,49.292605643187414,0.9941875224635783,0.0007201988207590137,-0.02515619356425568,0.9941875224635783,-187.54974474097804,59.32645613537741,True
0.0073972602739726025,27.3,197.6114516831593,48.16455915226953,0.9935529181784504,0.0007983033197742521,-0.025800887103621373,0.9941875224635783,-187.54974474097804,57.07765397060274,False
0.00821917808219178,27.0,198.89960702350504,49.43760639522145,0.9947115842852469,0.0006689904229837858,-0.024692477701049324,0.9941875224635783,-187.54974474097804,59.63136917992122,False
0.009041095890410958,26.7,197.78581027643395,48.32251760577384,0.9941372657521103,0.0007414053470259119,-0.02529246657141343,0.9941875224635783,-187.54974474097804,57.40895756197503,False
0.009863013698630137,26.400000000000002,196.67277519696924,47.20867241784825,0.9934978114274873,0.0008218359350705879,-0.025950978917392356,0.9934978114274873,-187.41409735742604,55.188546785981345,True
0.010684931506849314,26.099999999999998,197.23960824480008,47.76432516425544,0.9941743426702061,0.0007477352354425809,-0.02531609178026859,0.9934978114274873,-187.41409735742604,56.30734692485325,False
0.011506849315068492,25.8,192.74072878654573,43.29194290257013,0.9900848511137076,0.0012291792336819127,-0.029223709245102487,0.9934978114274873,-187.41409735742604,47.365337767516166,False
0.012328767123287671,25.499999999999996,188.77212969997194,39.363690845982035,0.9844115246412282,0.0018678533380439282,-0.03414143026553516,0.9934978114274873,-187.41409735742604,39.49429120398389,False
0.013150684931506848,25.199999999999996,187.49170402402024,38.094017447402365,0.9823513324827442,0.0021037945159588524,-0.03588170190447767,0.9823513324827442,-185.3242250262083,36.95251769865064,True
0.013972602739726026,24.9,185.21245411009676,35.84896367661682,0.9775226869116597,0.002630458261543264,-0.03970598975741826,0.9823513324827442,-185.3242250262083,32.46843973786119,False
0.014794520547945205,24.599999999999998,185.90799859693968,36.51803535266305,0.9798490358170497,0.002403862354451111,-0.03803227515784007,0.9823513324827442,-185.3242250262083,33.82078046735859,False
0.015616438356164383,24.299999999999997,183.87990825706078,34.52354746923086,0.9750622914688251,0.0029268414107248004,-0.041761974762585766,0.9823513324827442,-185.3242250262083,29.83399533615099,False
0.01643835616438356,23.999999999999996,180.77294204191506,31.495101538481578,0.9651613456809768,0.003953868158366754,-0.048849955862098046,0.9651613456809768,-182.21674053839112,23.75341700397442,True
0.017260273972602738,23.7,183.98499173855652,34.6013204193346,0.9766489174576971,0.0028028341894684385,-0.04081399904802486,0.9651613456809768,-182.21674053839112,29.95978209243208,False
0.018082191780821915,23.4,183.47897853580673,34.09497105712575,0.9758530491970533,0.002909360953693358,-0.041538135056323505,0.9651613456809768,-182.21674053839112,28.965048346524895,False
0.018904109589041096,23.099999999999998,183.62170764303522,34.22197189210894,0.976917322023114,0.0028170680333694503,-0.04084862293100307,0.9651613456809768,-182.21674053839112,29.229805798708583,False
0.019726027397260273,22.799999999999997,180.4920564261658,31.165549378165366,0.9672728110651985,0.0038591823405844435,-0.048061817880655874,0.9672728110651985,-182.59784326766197,23.15276490477919,True
0.02054794520547945,22.5,179.30644670666524,30.006210243143585,0.9632836553627464,0.004297896274298854,-0.05098575816013339,0.9672728110651985,-182.59784326766197,20.84661772354991,False
0.02136986301369863,22.2,179.5397172980646,30.216000377698748,0.9651366258334187,0.004141685339766817,-0.049898779445534704,0.9672728110651985,-182.59784326766197,21.28204415878676,False
0.022191780821917806,21.9,177.06232682956866,27.821608202838377,0.9544801864997258,0.005251816279629035,-0.05719253016229908,0.9672728110651985,-182.59784326766197,16.4913395413582,False
0.023013698630136983,21.599999999999998,177.85881870545504,28.567155009906315,0.9594632974010868,0.004793705881151045,-0.05416052214989528,0.9594632974010868,-181.20885239269896,18.007311284205343,True
0.023835616438356164,21.3,176.57086009879117,27.318086642815786,0.9539113001236004,0.005393664289793931,-0.058032481345772984,0.9594632974010868,-181.20885239269896,15.52249390544901,False
0.024657534246575342,21.0,175.94553213717592,26.704646414493908,0.9515130848362254,0.005677551693578771,-0.059818867128798824,0.9594632974010868,-181.20885239269896,14.30907444911864,False
0.02547945205479452,20.7,174.6691824658333,25.475691120743562,0.9449564714710309,0.006371403534769842,-0.06418085122347805,0.9594632974010868,-181.20885239269896,11.855508491065109,False
0.026301369863013697,20.4,178.60231342497823,29.220676081665033,0.9665741072961658,0.004195442355965818,-0.050019972362342416,0.9665741072961658,-182.4788594902853,19.374188251158074,True
0.027123287671232874,20.1,178.56694879633042,29.17152912549855,0.9673482792531596,0.004146626727590357,-0.049649926314206796,0.9665741072961658,-182.4788594902853,19.29085876062649,False
0.02794520547945205,19.8,176.30089444087898,26.973959078698442,0.9577730815760698,0.005221136998027205,-0.056707122584657224,0.9665741072961658,-182.4788594902853,14.902979248121312,False
0.02876712328767123,19.5,178.04938229156986,28.640960193473518,0.9670542523387405,0.004253495235333324,-0.05028088085662738,0.9665741072961658,-182.4788594902853,18.260023446296117,False
